invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
672-28-3074,C,Yangon,Normal,Male,Electronic_accessories,29.9,1,1.57,31.39,2019-02-07,11:01,Cash,29.82,4.7619,1.57,8.6
430-59-8369,C,Mandalay,Normal,Male,Home_and_lifestyle,5.19,3,0.82,16.35,2019-03-21,12:37,Credit_card,15.53,4.7619,0.82,7.3
869-76-4595,B,Mandalay,Member,Female,Health_and_beauty,83.32,1,4.37,87.49,2019-01-19,22:32,Cash,83.12,4.7619,4.37,5.9
943-91-9179,B,Mandalay,Member,Female,Electronic_accessories,43.04,3,6.78,135.58,2019-02-26,12:48,Credit_card,128.8,4.7619,6.78,5.6
220-48-9107,A,Naypyitaw,Normal,Female,Health_and_beauty,16.79,10,8.81,176.29,2019-01-02,18:58,Credit_card,167.48,4.7619,8.81,8.5
996-33-9152,C,Mandalay,Member,Male,Home_and_lifestyle,66.47,10,34.9,697.94,2019-01-13,11:29,Ewallet,663.04,4.7619,34.9,6.3
643-52-1966,B,Naypyitaw,Member,Female,Home_and_lifestyle,95.47,9,45.11,902.19,2019-01-12,10:05,Credit_card,857.08,4.7619,45.11,7.5
286-15-4780,B,Mandalay,Normal,Male,Electronic_accessories,37.17,2,3.9,78.06,2019-03-31,22:00,Cash,74.16,4.7619,3.9,5.4
489-22-7454,C,Mandalay,Normal,Female,Electronic_accessories,74.99,4,15.75,314.96,2019-03-11,21:20,Cash,299.21,4.7619,15.75,8.0
909-72-8180,A,Naypyitaw,Normal,Male,Electronic_accessories,26.19,9,12.38,247.5,2019-03-01,22:53,Cash,235.12,4.7619,12.38,5.8
176-27-4664,A,Yangon,Normal,Female,Electronic_accessories,86.36,10,45.34,906.78,2019-01-30,22:33,Cash,861.44,4.7619,45.34,8.1
859-57-6341,A,Naypyitaw,Member,Female,Health_and_beauty,63.23,7,23.24,464.74,2019-03-12,12:38,Cash,441.5,4.7619,23.24,7.8
594-90-1661,A,Yangon,Member,Male,Health_and_beauty,45.99,4,9.66,193.16,2019-03-05,15:50,Ewallet,183.5,4.7619,9.66,6.4
671-40-1781,B,Naypyitaw,Member,Female,Electronic_accessories,25.57,8,10.74,214.79,2019-01-17,20:39,Ewallet,204.05,4.7619,10.74,6.2
779-47-2700,C,Mandalay,Member,Male,Health_and_beauty,91.06,9,43.03,860.52,2019-03-18,10:59,Ewallet,817.49,4.7619,43.03,6.8
173-49-6261,B,Yangon,Member,Female,Electronic_accessories,68.11,7,25.03,500.61,2019-01-30,16:47,Cash,475.58,4.7619,25.03,7.9
419-13-2147,C,Naypyitaw,Member,Male,Home_and_lifestyle,29.93,7,11.0,219.99,2019-01-04,18:55,Credit_card,208.99,4.7619,11.0,8.4
223-30-2097,C,Naypyitaw,Member,Male,Electronic_accessories,63.66,2,6.68,133.69,2019-03-11,11:44,Ewallet,127.01,4.7619,6.68,8.0
650-79-4739,C,Naypyitaw,Member,Male,Home_and_lifestyle,96.06,2,10.09,201.73,2019-01-11,19:43,Credit_card,191.64,4.7619,10.09,9.9
974-96-5961,B,Yangon,Normal,Male,Home_and_lifestyle,35.4,4,7.43,148.68,2019-03-14,12:00,Credit_card,141.25,4.7619,7.43,7.8
411-51-1670,B,Naypyitaw,Member,Female,Health_and_beauty,51.97,10,27.28,545.69,2019-03-02,20:16,Ewallet,518.41,4.7619,27.28,5.9
357-13-4839,C,Mandalay,Normal,Female,Health_and_beauty,48.21,6,15.19,303.72,2019-03-25,15:39,Ewallet,288.53,4.7619,15.19,5.6
625-16-9832,A,Yangon,Member,Female,Electronic_accessories,29.41,10,15.44,308.81,2019-01-01,22:42,Cash,293.37,4.7619,15.44,6.5
635-86-1909,C,Naypyitaw,Member,Female,Home_and_lifestyle,57.07,3,8.99,179.77,2019-02-19,17:41,Cash,170.78,4.7619,8.99,6.4
358-79-6381,B,Naypyitaw,Normal,Female,Health_and_beauty,47.31,7,17.39,347.73,2019-01-24,19:27,Ewallet,330.34,4.7619,17.39,9.8
809-80-5421,A,Naypyitaw,Normal,Male,Health_and_beauty,46.04,4,9.67,193.37,2019-03-22,14:08,Ewallet,183.7,4.7619,9.67,9.8
843-76-8414,C,Mandalay,Normal,Female,Home_and_lifestyle,24.32,10,12.77,255.36,2019-01-27,12:55,Ewallet,242.59,4.7619,12.77,6.3
377-31-8244,C,Mandalay,Normal,Female,Health_and_beauty,86.0,1,4.51,90.3,2019-02-04,19:34,Cash,85.79,4.7619,4.51,8.2
436-66-1637,C,Yangon,Normal,Female,Home_and_lifestyle,92.61,1,4.86,97.24,2019-01-06,16:58,Credit_card,92.38,4.7619,4.86,5.7
283-16-8025,B,Mandalay,Member,Female,Electronic_accessories,83.27,6,26.23,524.6,2019-02-06,11:24,Ewallet,498.37,4.7619,26.23,8.7
453-14-2011,A,Naypyitaw,Normal,Female,Electronic_accessories,80.98,10,42.51,850.29,2019-03-01,16:00,Credit_card,807.78,4.7619,42.51,5.4
469-72-6079,C,Naypyitaw,Member,Female,Health_and_beauty,17.97,10,9.43,188.69,2019-03-31,17:10,Ewallet,179.26,4.7619,9.43,8.9
100-81-4129,A,Mandalay,Member,Female,Electronic_accessories,34.63,5,9.09,181.81,2019-03-10,16:27,Cash,172.72,4.7619,9.09,9.4
834-26-9077,A,Yangon,Member,Female,Electronic_accessories,38.8,3,6.11,122.22,2019-02-03,10:10,Cash,116.11,4.7619,6.11,5.6
732-84-9559,C,Naypyitaw,Normal,Male,Electronic_accessories,18.54,1,0.97,19.47,2019-03-10,12:44,Ewallet,18.5,4.7619,0.97,9.5
570-37-3264,B,Mandalay,Member,Male,Home_and_lifestyle,90.61,5,23.79,475.7,2019-03-23,11:28,Credit_card,451.91,4.7619,23.79,8.0
570-80-7141,A,Mandalay,Normal,Male,Electronic_accessories,10.57,3,1.67,33.3,2019-02-12,18:09,Cash,31.63,4.7619,1.67,7.6
340-71-3646,B,Naypyitaw,Member,Female,Health_and_beauty,27.74,9,13.11,262.14,2019-02-23,14:06,Credit_card,249.03,4.7619,13.11,7.3
654-85-8090,A,Naypyitaw,Normal,Female,Health_and_beauty,20.5,2,2.15,43.05,2019-01-03,14:20,Credit_card,40.9,4.7619,2.15,7.0
940-53-7484,C,Yangon,Normal,Male,Home_and_lifestyle,23.95,9,11.32,226.33,2019-02-20,15:32,Ewallet,215.01,4.7619,11.32,7.7
972-91-6216,C,Naypyitaw,Member,Male,Electronic_accessories,29.25,5,7.68,153.56,2019-03-26,16:20,Cash,145.88,4.7619,7.68,8.3
714-36-9285,C,Yangon,Normal,Male,Electronic_accessories,98.65,10,51.79,1035.83,2019-03-11,16:35,Credit_card,984.04,4.7619,51.79,5.3
660-41-9746,A,Naypyitaw,Normal,Male,Health_and_beauty,65.79,10,34.54,690.8,2019-03-01,13:01,Cash,656.26,4.7619,34.54,7.2
496-22-5533,C,Naypyitaw,Member,Male,Electronic_accessories,98.78,7,36.3,726.03,2019-03-17,20:58,Ewallet,689.73,4.7619,36.3,7.9
220-11-4310,B,Yangon,Member,Female,Home_and_lifestyle,39.52,5,10.37,207.48,2019-03-19,17:49,Ewallet,197.11,4.7619,10.37,9.6
997-90-5914,A,Yangon,Member,Female,Home_and_lifestyle,22.07,4,4.63,92.69,2019-03-12,22:34,Cash,88.06,4.7619,4.63,8.1
567-90-1860,B,Yangon,Normal,Male,Electronic_accessories,39.7,2,4.17,83.37,2019-02-10,20:26,Cash,79.2,4.7619,4.17,7.6
103-40-4793,A,Naypyitaw,Normal,Male,Health_and_beauty,75.06,10,39.41,788.13,2019-03-28,20:59,Credit_card,748.72,4.7619,39.41,8.2
842-84-8069,C,Naypyitaw,Normal,Male,Electronic_accessories,64.67,3,10.19,203.71,2019-03-20,13:00,Credit_card,193.52,4.7619,10.19,5.9
247-28-1902,B,Naypyitaw,Normal,Male,Health_and_beauty,74.91,3,11.8,235.97,2019-03-03,13:34,Ewallet,224.17,4.7619,11.8,6.5
620-56-5276,B,Naypyitaw,Member,Male,Electronic_accessories,23.26,10,12.21,244.23,2019-01-05,21:50,Cash,232.02,4.7619,12.21,9.4
800-42-4730,C,Yangon,Member,Male,Electronic_accessories,62.24,4,13.07,261.41,2019-02-10,19:01,Cash,248.34,4.7619,13.07,8.3
720-17-7048,B,Naypyitaw,Member,Female,Home_and_lifestyle,46.74,1,2.45,49.08,2019-03-25,15:24,Cash,46.63,4.7619,2.45,5.7
183-38-1766,A,Mandalay,Member,Female,Electronic_accessories,52.31,2,5.49,109.85,2019-01-16,11:33,Credit_card,104.36,4.7619,5.49,6.0
481-35-1523,B,Yangon,Member,Female,Electronic_accessories,12.09,3,1.9,38.08,2019-01-07,22:12,Ewallet,36.18,4.7619,1.9,5.4
333-90-4827,C,Yangon,Normal,Male,Home_and_lifestyle,71.03,6,22.37,447.49,2019-02-02,15:33,Ewallet,425.12,4.7619,22.37,7.6
585-69-4391,B,Mandalay,Normal,Male,Electronic_accessories,59.09,6,18.61,372.27,2019-03-12,12:41,Ewallet,353.66,4.7619,18.61,6.1
612-50-7555,A,Mandalay,Normal,Male,Electronic_accessories,73.19,10,38.43,768.5,2019-02-17,13:33,Credit_card,730.07,4.7619,38.43,9.4
328-26-8857,C,Yangon,Member,Female,Electronic_accessories,7.64,10,4.01,80.22,2019-02-09,15:37,Credit_card,76.21,4.7619,4.01,7.4
227-51-8087,B,Naypyitaw,Normal,Male,Home_and_lifestyle,14.52,2,1.52,30.49,2019-02-19,11:24,Cash,28.97,4.7619,1.52,6.9
149-92-3668,A,Yangon,Member,Female,Health_and_beauty,42.35,9,20.01,400.21,2019-03-14,18:11,Credit_card,380.2,4.7619,20.01,9.6
113-44-7408,C,Naypyitaw,Member,Male,Home_and_lifestyle,69.51,4,14.6,291.94,2019-03-09,11:31,Cash,277.34,4.7619,14.6,6.5
617-82-9898,C,Naypyitaw,Member,Male,Electronic_accessories,83.6,10,43.89,877.8,2019-03-05,12:07,Cash,833.91,4.7619,43.89,9.2
100-44-9966,A,Mandalay,Normal,Male,Health_and_beauty,57.59,2,6.05,120.94,2019-01-07,12:11,Cash,114.89,4.7619,6.05,8.3
401-39-3257,B,Mandalay,Member,Male,Home_and_lifestyle,31.19,8,13.1,262.0,2019-03-09,10:33,Ewallet,248.9,4.7619,13.1,7.5
797-53-9182,A,Yangon,Member,Male,Electronic_accessories,5.35,4,1.12,22.47,2019-03-29,19:05,Ewallet,21.35,4.7619,1.12,9.4
652-22-4253,C,Mandalay,Normal,Male,Electronic_accessories,94.06,3,14.81,296.29,2019-03-26,21:35,Credit_card,281.48,4.7619,14.81,10.0
728-33-7609,B,Mandalay,Member,Female,Electronic_accessories,8.12,1,0.43,8.53,2019-02-12,21:52,Ewallet,8.1,4.7619,0.43,8.4
314-80-6752,C,Yangon,Normal,Female,Home_and_lifestyle,88.19,9,41.67,833.4,2019-03-22,11:11,Cash,791.73,4.7619,41.67,5.6
740-54-3966,B,Yangon,Member,Female,Electronic_accessories,62.22,2,6.53,130.66,2019-02-12,14:04,Credit_card,124.13,4.7619,6.53,7.9
821-67-5641,A,Mandalay,Normal,Female,Home_and_lifestyle,75.34,5,19.78,395.54,2019-03-21,12:29,Credit_card,375.76,4.7619,19.78,6.3
856-25-3625,A,Naypyitaw,Normal,Male,Home_and_lifestyle,72.57,7,26.67,533.39,2019-01-03,19:09,Cash,506.72,4.7619,26.67,6.1
258-80-2301,C,Yangon,Normal,Male,Home_and_lifestyle,11.43,4,2.4,48.01,2019-02-28,12:06,Cash,45.61,4.7619,2.4,5.3
258-89-4905,B,Mandalay,Normal,Male,Home_and_lifestyle,23.91,6,7.53,150.63,2019-01-29,14:57,Ewallet,143.1,4.7619,7.53,8.7
514-44-2709,A,Naypyitaw,Member,Female,Health_and_beauty,96.25,3,15.16,303.19,2019-02-15,18:51,Credit_card,288.03,4.7619,15.16,6.2
889-90-7685,C,Naypyitaw,Member,Female,Health_and_beauty,76.93,1,4.04,80.78,2019-03-13,15:14,Cash,76.74,4.7619,4.04,8.9
110-71-2583,B,Mandalay,Normal,Female,Home_and_lifestyle,51.7,3,8.14,162.86,2019-02-21,10:14,Ewallet,154.72,4.7619,8.14,9.9
457-32-1786,C,Mandalay,Member,Male,Home_and_lifestyle,58.69,7,21.57,431.37,2019-02-19,19:26,Credit_card,409.8,4.7619,21.57,5.7
575-27-3406,A,Mandalay,Normal,Male,Health_and_beauty,55.89,6,17.61,352.11,2019-03-10,13:16,Credit_card,334.5,4.7619,17.61,7.3
887-22-5428,C,Yangon,Normal,Female,Electronic_accessories,96.07,3,15.13,302.62,2019-03-14,17:16,Ewallet,287.49,4.7619,15.13,8.2
322-87-2806,C,Yangon,Normal,Male,Health_and_beauty,63.21,2,6.64,132.74,2019-03-08,21:25,Credit_card,126.1,4.7619,6.64,8.7
871-60-2682,A,Yangon,Member,Female,Home_and_lifestyle,86.82,7,31.91,638.13,2019-01-24,17:49,Credit_card,606.22,4.7619,31.91,6.4
644-30-2282,A,Yangon,Member,Female,Home_and_lifestyle,39.87,6,12.56,251.18,2019-03-24,13:11,Ewallet,238.62,4.7619,12.56,5.2
363-21-6281,B,Mandalay,Member,Male,Health_and_beauty,86.44,6,27.23,544.57,2019-01-16,12:53,Ewallet,517.34,4.7619,27.23,5.2
176-77-7842,A,Mandalay,Normal,Male,Health_and_beauty,28.94,5,7.6,151.94,2019-03-03,12:08,Credit_card,144.34,4.7619,7.6,6.1
549-30-4631,B,Yangon,Normal,Male,Electronic_accessories,74.69,3,11.76,235.27,2019-01-29,13:21,Credit_card,223.51,4.7619,11.76,5.4
870-76-9901,C,Naypyitaw,Member,Female,Home_and_lifestyle,64.28,2,6.75,134.99,2019-02-20,18:21,Credit_card,128.24,4.7619,6.75,7.0
413-18-1040,B,Naypyitaw,Normal,Male,Home_and_lifestyle,58.89,7,21.64,432.84,2019-02-23,20:36,Credit_card,411.2,4.7619,21.64,8.3
572-56-8077,C,Naypyitaw,Normal,Female,Home_and_lifestyle,58.03,3,9.14,182.79,2019-01-02,14:31,Credit_card,173.65,4.7619,9.14,7.3
482-44-6610,B,Mandalay,Member,Female,Home_and_lifestyle,64.07,6,20.18,403.64,2019-03-25,20:05,Cash,383.46,4.7619,20.18,6.1
949-89-8742,A,Mandalay,Member,Male,Home_and_lifestyle,28.43,7,10.45,208.96,2019-02-16,15:47,Cash,198.51,4.7619,10.45,8.5
959-48-5493,B,Mandalay,Member,Male,Home_and_lifestyle,65.37,10,34.32,686.39,2019-03-22,22:17,Cash,652.07,4.7619,34.32,9.3
431-24-7789,A,Yangon,Normal,Male,Electronic_accessories,82.09,4,17.24,344.78,2019-01-30,18:17,Cash,327.54,4.7619,17.24,8.2
409-48-3036,A,Mandalay,Normal,Male,Electronic_accessories,41.18,9,19.46,389.15,2019-03-27,12:27,Credit_card,369.69,4.7619,19.46,7.8
972-78-1861,B,Naypyitaw,Normal,Male,Home_and_lifestyle,67.53,7,24.82,496.35,2019-01-22,21:34,Cash,471.53,4.7619,24.82,6.4
712-38-8098,A,Mandalay,Normal,Female,Electronic_accessories,84.07,6,26.48,529.64,2019-03-06,20:44,Cash,503.16,4.7619,26.48,6.7
598-42-7023,C,Naypyitaw,Member,Female,Electronic_accessories,99.91,1,5.25,104.91,2019-02-24,21:42,Credit_card,99.66,4.7619,5.25,9.9
634-10-8698,C,Yangon,Normal,Female,Electronic_accessories,97.66,2,10.25,205.09,2019-01-30,16:11,Credit_card,194.84,4.7619,10.25,9.7
104-40-1447,A,Mandalay,Normal,Male,Health_and_beauty,10.69,6,3.37,67.35,2019-02-17,20:08,Cash,63.98,4.7619,3.37,6.8
654-36-5326,C,Mandalay,Normal,Female,Home_and_lifestyle,7.36,9,3.48,69.55,2019-03-26,13:05,Cash,66.07,4.7619,3.48,5.7
951-73-7810,C,Naypyitaw,Member,Female,Health_and_beauty,50.78,3,8.0,159.96,2019-03-07,21:42,Cash,151.96,4.7619,8.0,9.4
239-16-3077,C,Naypyitaw,Member,Male,Electronic_accessories,54.28,6,17.1,341.96,2019-03-13,18:01,Ewallet,324.86,4.7619,17.1,9.8
856-54-3808,C,Mandalay,Member,Female,Health_and_beauty,47.5,4,9.98,199.5,2019-01-25,20:18,Credit_card,189.52,4.7619,9.98,8.0
741-80-2759,C,Naypyitaw,Member,Male,Home_and_lifestyle,63.31,10,33.24,664.75,2019-02-05,10:22,Ewallet,631.51,4.7619,33.24,7.6
590-98-9152,C,Mandalay,Normal,Male,Health_and_beauty,56.52,8,23.74,474.77,2019-03-03,12:57,Credit_card,451.03,4.7619,23.74,8.8
182-36-1695,A,Mandalay,Normal,Female,Electronic_accessories,39.26,7,14.43,288.56,2019-03-24,11:16,Credit_card,274.13,4.7619,14.43,7.3
971-87-1642,C,Mandalay,Normal,Female,Home_and_lifestyle,73.1,2,7.68,153.51,2019-01-04,20:00,Credit_card,145.83,4.7619,7.68,7.1
504-71-4281,C,Naypyitaw,Normal,Male,Home_and_lifestyle,73.89,7,27.15,543.09,2019-03-16,21:40,Cash,515.94,4.7619,27.15,5.8
355-24-4344,B,Mandalay,Member,Female,Home_and_lifestyle,14.02,1,0.74,14.72,2019-02-27,22:55,Credit_card,13.98,4.7619,0.74,6.8
516-97-1136,B,Naypyitaw,Member,Female,Health_and_beauty,58.58,7,21.53,430.56,2019-01-17,17:21,Ewallet,409.03,4.7619,21.53,8.0
428-38-8280,C,Mandalay,Member,Male,Health_and_beauty,98.15,5,25.76,515.29,2019-01-28,20:54,Credit_card,489.53,4.7619,25.76,7.9
884-94-6414,B,Yangon,Normal,Female,Health_and_beauty,70.91,7,26.06,521.19,2019-02-23,11:17,Cash,495.13,4.7619,26.06,7.9
158-95-8981,B,Naypyitaw,Member,Female,Electronic_accessories,80.78,4,16.96,339.28,2019-03-31,13:45,Ewallet,322.32,4.7619,16.96,5.7
329-69-6603,B,Naypyitaw,Member,Male,Health_and_beauty,53.73,2,5.64,112.83,2019-03-30,17:36,Ewallet,107.19,4.7619,5.64,5.4
698-94-9761,B,Mandalay,Member,Female,Home_and_lifestyle,24.07,10,12.64,252.73,2019-03-09,16:08,Ewallet,240.09,4.7619,12.64,7.0
685-61-5476,C,Yangon,Normal,Female,Home_and_lifestyle,51.4,4,10.79,215.88,2019-01-04,17:47,Credit_card,205.09,4.7619,10.79,8.7
309-69-2234,A,Yangon,Normal,Male,Home_and_lifestyle,57.69,8,24.23,484.6,2019-02-06,13:27,Ewallet,460.37,4.7619,24.23,7.7
430-68-5193,C,Naypyitaw,Normal,Female,Health_and_beauty,9.07,9,4.29,85.71,2019-03-18,19:07,Credit_card,81.42,4.7619,4.29,8.7
796-78-1201,C,Mandalay,Normal,Female,Home_and_lifestyle,27.36,4,5.75,114.91,2019-02-28,19:25,Cash,109.16,4.7619,5.75,8.3
506-53-7102,C,Naypyitaw,Normal,Male,Health_and_beauty,47.39,8,19.9,398.08,2019-03-17,16:57,Cash,378.18,4.7619,19.9,9.9
218-60-8381,C,Mandalay,Normal,Female,Health_and_beauty,72.99,8,30.66,613.12,2019-03-19,13:44,Credit_card,582.46,4.7619,30.66,6.2
464-71-3341,A,Mandalay,Normal,Female,Home_and_lifestyle,79.18,9,37.41,748.25,2019-02-04,21:26,Cash,710.84,4.7619,37.41,8.2
277-68-7677,A,Mandalay,Member,Female,Health_and_beauty,58.49,7,21.5,429.9,2019-03-14,22:33,Credit_card,408.4,4.7619,21.5,8.0
148-47-5485,A,Naypyitaw,Member,Male,Health_and_beauty,61.94,7,22.76,455.26,2019-01-13,15:12,Credit_card,432.5,4.7619,22.76,7.7
512-25-7612,A,Naypyitaw,Normal,Female,Electronic_accessories,94.51,4,19.85,396.94,2019-01-05,22:04,Credit_card,377.09,4.7619,19.85,8.5
299-13-6400,C,Naypyitaw,Normal,Male,Electronic_accessories,91.79,3,14.46,289.14,2019-01-28,20:35,Cash,274.68,4.7619,14.46,6.0
117-85-3082,C,Naypyitaw,Member,Female,Health_and_beauty,56.6,7,20.8,416.01,2019-01-19,17:20,Credit_card,395.21,4.7619,20.8,5.9
338-84-3529,A,Naypyitaw,Member,Male,Health_and_beauty,23.82,8,10.0,200.09,2019-02-16,10:57,Cash,190.09,4.7619,10.0,5.6
395-27-5196,B,Yangon,Normal,Female,Home_and_lifestyle,67.39,8,28.3,566.08,2019-02-23,17:27,Cash,537.78,4.7619,28.3,6.4
206-45-4931,B,Mandalay,Member,Male,Electronic_accessories,69.51,5,18.25,364.93,2019-02-26,18:04,Ewallet,346.68,4.7619,18.25,6.2
803-23-1189,A,Naypyitaw,Normal,Female,Home_and_lifestyle,48.0,10,25.2,504.0,2019-02-16,11:56,Cash,478.8,4.7619,25.2,9.1
307-92-9191,A,Mandalay,Normal,Male,Electronic_accessories,78.08,8,32.79,655.87,2019-02-15,16:05,Credit_card,623.08,4.7619,32.79,9.1
416-20-2905,C,Yangon,Member,Female,Electronic_accessories,78.04,4,16.39,327.77,2019-01-07,15:06,Credit_card,311.38,4.7619,16.39,5.1
166-67-2122,A,Naypyitaw,Normal,Male,Home_and_lifestyle,98.72,6,31.1,621.94,2019-03-18,22:51,Ewallet,590.84,4.7619,31.1,9.9
750-39-6979,C,Naypyitaw,Normal,Female,Electronic_accessories,64.99,7,23.88,477.68,2019-02-04,21:00,Cash,453.8,4.7619,23.88,7.5
823-40-5565,A,Naypyitaw,Member,Female,Home_and_lifestyle,34.43,7,12.65,253.06,2019-03-15,12:24,Cash,240.41,4.7619,12.65,5.6
583-32-7083,A,Mandalay,Member,Male,Home_and_lifestyle,52.72,1,2.77,55.36,2019-02-01,19:04,Credit_card,52.59,4.7619,2.77,8.0
306-60-6998,B,Yangon,Normal,Female,Electronic_accessories,83.88,1,4.4,88.07,2019-03-09,16:21,Ewallet,83.67,4.7619,4.4,6.5
578-39-7121,B,Naypyitaw,Member,Male,Health_and_beauty,54.17,5,14.22,284.39,2019-04-01,10:31,Credit_card,270.17,4.7619,14.22,7.3
408-47-8313,B,Mandalay,Normal,Female,Home_and_lifestyle,89.72,5,23.55,471.03,2019-01-30,15:10,Credit_card,447.48,4.7619,23.55,8.8
817-87-2199,A,Naypyitaw,Normal,Female,Electronic_accessories,39.41,5,10.35,206.9,2019-02-10,21:45,Ewallet,196.55,4.7619,10.35,7.4
981-56-6868,B,Yangon,Normal,Female,Electronic_accessories,32.95,2,3.46,69.2,2019-01-18,19:58,Cash,65.74,4.7619,3.46,5.8
122-64-2474,B,Yangon,Normal,Male,Electronic_accessories,29.83,4,6.26,125.29,2019-01-20,14:56,Cash,119.03,4.7619,6.26,7.7
649-20-1099,C,Mandalay,Member,Female,Electronic_accessories,11.95,1,0.63,12.55,2019-01-05,10:50,Credit_card,11.92,4.7619,0.63,7.0
374-62-3748,B,Mandalay,Member,Female,Electronic_accessories,45.0,10,23.62,472.5,2019-01-05,13:18,Credit_card,448.88,4.7619,23.62,6.4
246-31-4679,C,Yangon,Member,Male,Electronic_accessories,22.25,9,10.51,210.26,2019-02-17,21:54,Ewallet,199.75,4.7619,10.51,6.9
133-57-7721,A,Yangon,Normal,Female,Health_and_beauty,45.4,9,21.45,429.03,2019-02-21,18:29,Credit_card,407.58,4.7619,21.45,6.4
621-48-7420,A,Naypyitaw,Normal,Female,Electronic_accessories,59.59,2,6.26,125.14,2019-02-21,11:51,Credit_card,118.88,4.7619,6.26,9.5
699-32-8978,B,Mandalay,Member,Female,Home_and_lifestyle,72.16,7,26.52,530.38,2019-03-30,17:32,Ewallet,503.86,4.7619,26.52,7.7
905-21-3526,A,Mandalay,Member,Female,Health_and_beauty,84.45,3,13.3,266.02,2019-03-14,21:53,Credit_card,252.72,4.7619,13.3,8.0
627-99-7643,A,Naypyitaw,Member,Female,Health_and_beauty,43.69,6,13.76,275.25,2019-02-27,11:44,Cash,261.49,4.7619,13.76,9.1
413-13-8888,A,Mandalay,Normal,Male,Health_and_beauty,50.53,1,2.65,53.06,2019-01-11,18:14,Ewallet,50.41,4.7619,2.65,7.9
629-17-1323,C,Mandalay,Normal,Male,Home_and_lifestyle,32.9,6,10.36,207.27,2019-01-02,16:25,Cash,196.91,4.7619,10.36,9.8
395-91-4180,B,Naypyitaw,Normal,Male,Electronic_accessories,32.24,6,10.16,203.11,2019-02-02,21:49,Cash,192.95,4.7619,10.16,7.3
965-27-1698,B,Naypyitaw,Normal,Male,Home_and_lifestyle,69.45,10,36.46,729.23,2019-04-01,18:53,Credit_card,692.77,4.7619,36.46,7.1
259-10-8998,C,Yangon,Normal,Male,Electronic_accessories,30.08,8,12.63,252.67,2019-03-15,15:49,Cash,240.04,4.7619,12.63,9.8
555-38-1030,A,Mandalay,Member,Female,Electronic_accessories,6.15,4,1.29,25.83,2019-01-24,21:31,Ewallet,24.54,4.7619,1.29,6.1
593-36-9258,C,Naypyitaw,Member,Female,Home_and_lifestyle,58.11,9,27.46,549.14,2019-03-09,21:17,Credit_card,521.68,4.7619,27.46,8.2
456-21-7311,A,Naypyitaw,Member,Male,Health_and_beauty,52.98,6,16.69,333.77,2019-03-07,10:22,Credit_card,317.08,4.7619,16.69,6.0
628-27-3279,B,Mandalay,Normal,Male,Electronic_accessories,58.43,10,30.68,613.51,2019-01-28,17:22,Credit_card,582.83,4.7619,30.68,8.4
597-83-9817,C,Naypyitaw,Member,Female,Health_and_beauty,86.34,9,40.8,815.91,2019-03-14,10:56,Cash,775.11,4.7619,40.8,7.6
838-91-3769,A,Naypyitaw,Normal,Female,Health_and_beauty,38.16,5,10.02,200.34,2019-02-02,13:59,Credit_card,190.32,4.7619,10.02,8.0
872-37-2172,A,Mandalay,Member,Female,Home_and_lifestyle,38.64,8,16.23,324.58,2019-03-06,20:54,Credit_card,308.35,4.7619,16.23,6.9
965-79-3777,B,Naypyitaw,Member,Male,Electronic_accessories,72.15,9,34.09,681.82,2019-01-05,20:52,Cash,647.73,4.7619,34.09,9.2
137-69-6885,B,Naypyitaw,Member,Female,Home_and_lifestyle,18.64,6,5.87,117.43,2019-03-25,14:53,Cash,111.56,4.7619,5.87,7.4
165-15-6563,A,Mandalay,Normal,Male,Electronic_accessories,41.08,7,15.1,301.94,2019-02-04,14:48,Cash,286.84,4.7619,15.1,5.6
130-29-4789,B,Naypyitaw,Member,Female,Home_and_lifestyle,22.3,10,11.71,234.15,2019-03-08,15:33,Cash,222.44,4.7619,11.71,7.6
270-37-9327,C,Naypyitaw,Member,Male,Home_and_lifestyle,51.5,2,5.41,108.15,2019-03-06,14:44,Ewallet,102.74,4.7619,5.41,8.8
570-95-5270,B,Yangon,Member,Male,Health_and_beauty,61.65,1,3.24,64.73,2019-01-17,14:09,Cash,61.49,4.7619,3.24,6.7
685-59-4502,C,Yangon,Member,Female,Health_and_beauty,43.44,4,9.12,182.45,2019-01-26,20:52,Cash,173.33,4.7619,9.12,9.5
254-15-5914,C,Mandalay,Normal,Female,Electronic_accessories,34.43,8,14.46,289.21,2019-02-06,18:00,Cash,274.75,4.7619,14.46,5.8
946-21-8037,A,Mandalay,Normal,Female,Electronic_accessories,68.84,2,7.23,144.56,2019-03-21,16:14,Ewallet,137.33,4.7619,7.23,9.3
861-28-1941,C,Naypyitaw,Member,Female,Home_and_lifestyle,93.98,9,44.41,888.11,2019-02-06,16:06,Ewallet,843.7,4.7619,44.41,6.1
496-39-4253,C,Yangon,Normal,Male,Home_and_lifestyle,91.74,5,24.08,481.63,2019-01-26,19:59,Credit_card,457.55,4.7619,24.08,5.5
679-17-6348,B,Mandalay,Member,Female,Home_and_lifestyle,99.6,4,20.92,418.32,2019-01-30,22:59,Cash,397.4,4.7619,20.92,9.8
179-77-5469,C,Naypyitaw,Member,Male,Electronic_accessories,13.82,3,2.18,43.53,2019-02-27,10:28,Ewallet,41.35,4.7619,2.18,9.2
